id,date,Team,Opponent,Location,Game Result,Team Score,Opponent Score,Team Logo,Opponent Logo,Team Rank,Opponent Rank,Team Conf ID,Opponent Conf ID,Overall Record,Conf Record,is_conf_game,type_id,notes_headline,status_type_name,home_logo,home_conference_id,home_winner,home_current_rank,home_records,away_logo,away_conference_id,away_winner,away_current_rank,away_records,groups_id,groups_name,groups_short_name
401856553,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856552,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856551,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856550,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856549,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856547,2026-03-23T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856546,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856545,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856544,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856543,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856542,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
401856541,2026-03-22T04:00Z,TBD,TBD,Home,Pending,0,0,,,99.0,99.0,,,0-0,0-0,False,6,NCAA Women's Championship - 2nd Round,STATUS_SCHEDULED,,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '0-0', 'type': 'total'}
 {'abbreviation': 'null', 'name': 'Home', 'summary': '0-0', 'type': 'home'}
 {'abbreviation': 'null', 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': 'null', 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,
